input_row_key,veridion_id,company_name,company_legal_names,main_country,main_country_code,main_region,main_city,revenue,employee_count,year_founded,main_sector,sics_codified_industry,website_url
392,10dd8776-724b-11ec-9e45-ddda6fbc521a,Parent Zone Local,Parent and Family Consulting Limited,United Kingdom,GB,England,London,,15.0,,,,http://www.parentzone.org.uk/?opi=79508299&sa=U&ved=0ahUKEwjal9D86OCMAxW32QIHHd1VFxAQ61gIFigS&usg=AOvVaw29f1d3VxsM5nQbkYO5_T7_
393,25f18078-93e5-11eb-8859-29e7c34dee35,Aspects of History,,United Kingdom,GB,England,London,205125.0,1.0,2020.0,Publishers & Media Companies,Media & Entertainment,https://aspectsofhistory.com/
394,1bbb3bc3-72c2-11ec-a58d-416f72004c71,VARSTA A PATRA,,,,,,,1.0,,Blogs & Publications,Leisure Facilities,https://varstapatru.blogspot.com/
395,424a94f5-93e5-11eb-8474-3bbe2d07207d,Ping IT,Ping IT A/S.,Denmark,DK,North Denmark Region,Svenstrup,,25.0,2012.0,Electronics & Appliances,Multiline and Specialty Retailers & Distributors,https://pingit.dk/
396,fbe50634-036a-11ec-a72b-432edcbee847,Playable,Playable ApS.,Denmark,DK,Central Denmark Region,Aarhus,19215376.0,79.0,2017.0,IT&C Services,Software & IT Services,https://playable.com/
397,7c54f062-93e4-11eb-b5f6-816dd10ac7b0,Plesner,,Denmark,DK,Capital Region Of Denmark,Copenhagen,75000000.0,425.0,1918.0,Legal,Professional & Commercial Services,https://plesner.com/en
398,602ace8c-0c5e-11ec-b66a-97ea7481e556,PLP Invest Ejendomme,PLP Invest Ejendomme A/S.,Denmark,DK,Region Of Southern Denmark,Odense,21792710.0,75.0,,Real Estate,Real Estate Services,https://plp-ejendomme.dk/
399,16f3bda9-055e-11ec-912d-93da5cd6dce1,Pluralsight,Pluralsight LLC.,United States,US,Utah,Draper,,,,"Arts, Entertainment & Recreation",Media & Entertainment,http://tordkalvenes.com/
400,b529e3a6-93e4-11eb-8859-29e7c34dee35,Pm energi,PM ENERGI A/S.,Denmark,DK,North Denmark Region,Brønderslev,,,1942.0,Electronics & Appliances,Electrical & Electronic Equipment,https://pmenergi.dk/
401,1de2d199-93e5-11eb-a736-0f5b20ecb2f1,PostNord Danmark Rundt,,Denmark,DK,,,7320492.0,25.0,,"Arts, Entertainment & Recreation",Toys & Sporting Goods,https://postnorddanmarkrundt.dk/
402,42c3ecf7-1d65-11ee-9df5-e543427f87fa,Posten Bring,,Norway,NO,Oslo,Oslo,2497012736.0,12600.0,1647.0,Transport & Warehousing,Air Freight & Logistics,https://www.postenbring.no/
403,93cb1a81-93e4-11eb-a746-fdabd18be9c6,Scanning,Scanning A/S.,Denmark,DK,Capital Region Of Denmark,Albertslund Municipality,,20.0,,Other Professional Services,Multiline and Specialty Retailers & Distributors,http://scanning.dk/
404,f3137fa4-93e4-11eb-be5a-4f810ab55f2e,Strålfors,Postnord Strålfors Svenska AB. | PostNord Strålfors AB.,Sweden,SE,Kronoberg County,Ljungby,,,1993.0,Transport & Warehousing,Air Freight & Logistics,http://www.stralfors.se/
405,00cd0dbb-f8b9-11ed-bc14-35485e3cf6c4,Revisionsfirmaet Claus Witt Statsautoriseret Revisor,,Denmark,DK,Capital Region Of Denmark,Copenhagen,,,,Finance & Insurance,,
406,d4239772-8546-11ec-8f98-f9b40efdfe08,PricewaterhouseCoopers Norway,,Norway,NO,Oslo,Oslo,,30.0,,Blogs & Publications,Professional & Commercial Services,https://www.pwcmisconduct.com/
407,d6682c74-93e4-11eb-919a-b3f9a5ad205c,ProPakistani,,Pakistan,PK,,,3200000.0,57.0,2008.0,Publishers & Media Companies,Telecommunication Services,https://propakistani.pk/
408,7d6e00e2-0c9e-11ec-8076-17611444f1f8,Total Coating,,Norway,NO,Viken,Drammen,,,,Raw Materials,Chemicals,https://totalcoating.no/
409,00f0d873-93e5-11eb-8474-3bbe2d07207d,Publicis Groupe,,Netherlands,NL,North Holland,Amsterdam,14000000.0,6.0,1880.0,Advertising & Marketing,Advertising & Marketing,https://publicisgroupe.nl/
410,c4faca44-726b-11ec-822b-fb63e010c05b,QCC global,,,,,,,,,Pharmaceuticals & Cosmetics,Biotechnology & Pharmaceuticals,https://qcc-global.com/
411,c40af0d1-93e4-11eb-b5f6-816dd10ac7b0,QCC Ltd.,QCC Ltd.,United Kingdom,GB,England,Swanley,2278678.0,15.0,,Construction,Engineering & Construction Services,https://qccltd.co.uk/
412,463be1c1-2500-11ec-abad-a332bf576a25,Qliktech,,Denmark,DK,Capital Region Of Denmark,Copenhagen,,,,IT&C Services,,http://www.qlikview.com/dk
413,6e78222b-9df5-11ef-a80f-179817213e61,QLIKTECH INTERNATIONAL MARKETS AB.,QLIKTECH INTERNATIONAL MARKETS AB.,Sweden,SE,Skåne County,Lund,,,,,,
414,55862ac9-9d66-11ef-aecb-ed811e9ee609,QLIKTECH INTERNATIONAL AB.,QLIKTECH INTERNATIONAL AB.,Sweden,SE,Skåne County,Lund,,10.0,,,,
415,290f11d8-9f7b-11ec-a15f-3d38c1a422d7,Qualtrics LLC.,Qualtrics LLC.,United States,US,Utah,Provo,1300000000.0,,2002.0,IT&C Services,,
416,e6d9287a-93e4-11eb-be3a-7f925cb94351,Questback,Questback Deutschland GMBH | Questback Nederland B.V. | Questback OY. | Questback UK Ltd. | Questback Inc. | Questback GmbH | Questback Sweden AB.,Norway,NO,Oslo,Oslo,12689737.0,55.0,2000.0,IT&C Services,Advertising & Marketing,https://www.questback.com/
417,7e7ca675-0db6-11ec-aaad-e5a5ee267b5b,Radio Frequency Systems,Radio Frequency Systems company,Germany,DE,Lower Saxony,Hanover,,,1972.0,Electronics & Appliances,Hardware,https://www.rfsworld.net/
418,d107ada1-93e4-11eb-8859-29e7c34dee35,Rajah & Tann,Rajah & Tann Singapore LLP. | Rajah & Tann Thailand Limited,Singapore,SG,Central,Singapore,150000000.0,770.0,2007.0,Legal,Professional & Commercial Services,https://www.rajahtannasia.com/
419,1a62837c-2d2f-11ed-bca0-45d3b4f58bc5,Rapid 7 EMEA Internal Moose,,United Kingdom,GB,England,Camberley,,,,"Apparel, Accessories & Footwear","Apparel, Accessories & Footwear",https://www.emea-internalmoose-swag.com/
420,9973fa6b-8aae-11ec-be09-3b46a3ec669e,Red Hat Asia Pacific,,Singapore,SG,Central,Singapore,71563056.0,250.0,,IT&C Services,,
421,1d6c9026-93e5-11eb-a736-0f5b20ecb2f1,Red PR Limited,Red PR Limited,Ireland,IE,Munster,Clonmel,1295041.0,4.0,2011.0,Advertising & Marketing,Professional & Commercial Services,https://redpr.ie/
422,8d744e31-ca8a-11ec-bce4-ef3debe8cbb7,Red Harvest Malaysia,,Malaysia,MY,Selangor,Puchong,,,,IT&C Services,Software & IT Services,https://redharvestmalaysia.com/
423,13d6cc27-93e5-11eb-8474-3bbe2d07207d,Relocation,,Norway,NO,Rogaland,Stavanger,1000000.0,21.0,1996.0,Transport & Warehousing,,https://relocation.no/
424,177157fd-93e5-11eb-b997-8dd98d09cf25,Retail Institute Scandinavia,Retail Institute,Denmark,DK,Capital Region Of Denmark,Kongens Lyngby,2499126.0,14.0,,Advertising & Marketing,Multiline and Specialty Retailers & Distributors,https://retailinstitute.dk/
425,168fa5a3-20d1-11ee-955b-359ace42ebb8,RevealCX Inc.,RevealCX Inc.,United States,US,New York,New York,4163841.0,15.0,,IT&C Services,Software & IT Services,https://aiincx.com/
426,c8b67a70-c825-11ec-89f7-7594ea00aeb1,Rezponz,Rezponz A/S.,Denmark,DK,North Denmark Region,Aalborg,4619644.0,75.0,,Advertising & Marketing,Professional & Commercial Services,https://rezponz.dk/
427,11a58013-c50b-11ef-9531-7716dbb12d27,Rhenus Warehousing Solutions,,Denmark,DK,Central Denmark Region,Horsens,,,,,,
428,83718e53-1b00-11ec-a945-71766a416f0a,Rittal A/S.,Rittal A/S.,Denmark,DK,Capital Region Of Denmark,Vallensbæk Municipality,,,,IT&C Services,,http://www.rittal.dk/?opi=79508299&sa=U&ved=0ahUKEwj7qtnvvqOMAxVcTWwGHeNXIHUQ61gIEigP&usg=AOvVaw0S8lQM4PcIscN3aJ4j66ru
429,f6e28875-0e7a-11ef-b07f-57006edc0fa1,Rttd,,Syria,SY,Rif Dimashq Governorate,Darayya Subdstrict,,,,Other Nondurable Products,,
430,8bb3945c-12e7-11ec-92c5-236cf59fc383,Hillerup Grafisk Design,,Denmark,DK,,,156240.0,1.0,,Advertising & Marketing,Advertising & Marketing,https://hillerup-design.com/
431,5d42a8d2-f9d6-11ec-be61-8fd2b29bbf2d,Sagemcom Broadband SAS.,Sagemcom Broadband SAS.,,,,,,,,IT&C Services,Telecommunication Services,http://sherproductions.com/0.1/gui/
432,1c3ff701-93e5-11eb-97db-273ba5953680,SailPoint,SailPoint Technologies Inc.,United States,US,Texas,Austin,1888190.0,7.0,2005.0,IT&C Services,Software & IT Services,https://www.sailpoint.com/
433,31fb638d-1105-11ec-a8d6-03ab78afae8c,The Salesforce PM,The Salesforce PM Limited,United Kingdom,GB,England,Richmond,143246.0,1.0,1983.0,Other Professional Services,Software & IT Services,https://marseillanvacances.com/
434,01bc3341-6a03-11ec-ab63-87914d0623be,LIVING OAKS,,Singapore,SG,Central,Singapore,913251.0,4.0,,Architecture & Engineering Services,Engineering & Construction Services,http://www.livingoaks.sg/
435,ceff37a2-02d7-11ed-8baf-6351820414ca,Salling Group,,Denmark,DK,Central Denmark Region,Aarhus,,,,Toys & Sporting Goods,Investment Banking & Brokerage,https://puchcykler.dk/
436,e196c56b-a6f0-11ef-a654-07876f90535e,GNEX,Glocal Nexus Express Sdn. Bhd.,Malaysia,MY,Selangor,Ampang Jaya Municipal Council,,,2022.0,Transport & Warehousing,Air Freight & Logistics,https://gnex.com.my/
437,2d6323ad-1afe-11ec-be37-19557aad561c,Samsung Electronics Nordic AB.,Samsung Electronics Nordic AB.,Sweden,SE,Stockholm County,Stockholms Kommun,,,,Electronics & Appliances,,
438,425606ac-93e5-11eb-919a-b3f9a5ad205c,Sanvaru Technology,Sanvaru Technology Limited,India,IN,Haryana,Sonipat,1731436.0,150.0,,Other Nondurable Products,Fuel Cells & Industrial Batteries,https://sanvaru.com/
439,066eca52-93e5-11eb-919a-b3f9a5ad205c,SAP HANA,,Denmark,DK,,,14661808.0,75.0,,IT&C Services,Professional & Commercial Services,https://saphana.dk/
440,0313df85-93e5-11eb-8474-3bbe2d07207d,Hoegheiendom,,Norway,NO,Oslo,Oslo,96840336.0,55.0,,Construction,Real Estate,https://hoegheiendom.no/
441,1930e241-93e5-11eb-b5f6-816dd10ac7b0,Saville Consulting Danmark,Saville Consulting Danmark A/S. | Saville Assessment Nordic A/S.,Denmark,DK,Capital Region Of Denmark,Rudersdal Municipality,,,,Other Professional Services,Professional & Commercial Services,https://www.savilleconsulting.dk/
442,0252d979-93e5-11eb-8859-29e7c34dee35,Schneider Electric Denmark A/S.,Schneider Electric Denmark A/S.,Denmark,DK,,,,,,Electronics & Appliances,Electrical & Electronic Equipment,https://www.studiecd.dk/
443,ac84e842-93e4-11eb-919a-b3f9a5ad205c,Scrive,Scrive AB. | Scrive GmbH,Sweden,SE,Stockholm County,Stockholm,42205780.0,210.0,2010.0,IT&C Services,Software & IT Services,http://www.scrive.com/
444,77842e7a-93e4-11eb-8474-3bbe2d07207d,ServiceNow BV.,ServiceNow BV.,Netherlands,NL,North Holland,Amsterdam,,,,IT&C Services,,https://www.servicenow.nl/?opi=79508299&sa=U&ved=0ahUKEwjK0bG5yquMAxW2SGwGHbipE38Q61gIFigS&usg=AOvVaw3HAkGOUFTnqkqTbd1TwYS9
445,d488be11-93e4-11eb-8e19-198fb02d6f96,SFDC,SFDC Limited,India,IN,West Bengal,Bidhannagar,,,,"Agriculture, Forestry, Fishing and Hunting","Meat, Poultry & Dairy",https://wbsfdcltd.com/
446,19b665f0-93e5-11eb-a736-0f5b20ecb2f1,Sacred Sun,Shandong Sacred Sun Power Sources Co. Ltd. | Sacred Sun Europe SARL,China,CN,Shandong,Lucheng,,,1991.0,Other Nondurable Products,Fuel Cells & Industrial Batteries,https://sacredsun.com/
447,427adc04-e7a9-11ec-b6b7-8f4fbf416354,Vision_Smart_Batteries_Backup_Power,SHENZHEN CENTER POWER TECH CO.LTD,China,CN,Guangdong Province,Shenzhen,,,,,,https://www.g0t8tt0j.com/
448,0020c3c2-6d19-11ec-89a3-d7e781f18621,HST Electronic,Shenzhen HST Electronic Technology Co. Ltd.,China,CN,Guangdong Province,Shenzhen,5927687.0,105.0,,Electronics & Appliances,Hardware,http://hst-keyfinder.com/
449,83d0637d-e5e0-11ec-bc14-1101693c4049,XMediaCloud,Shenzhen SDMC Technology Co. Ltd.,China,CN,Guangdong Province,Shenzhen,6924801.0,150.0,2008.0,IT&C Services,Media & Entertainment,https://www.xmediacloud.com/
450,02f80969-e7b5-11ed-ad08-af303e1f5d45,Shenzhen Xinxiapu Digital Technology Devlopment Limited Company,Shenzhen Xinxiapu Digital Technology Devlopment Limited Company,China,CN,Guangdong Province,Shenzhen,,,,Electronics & Appliances,,
451,2c92a3fa-796c-11ed-9abd-874b38645ac9,Sapphire Steel,Sapphire Steel Fabrication Limited,United Kingdom,GB,England,South Ockendon,11527679.0,75.0,,Raw Materials,Iron & Steel Producers,https://www.sapphiresteel.co.uk/
452,2f5615e0-0d48-11ec-baff-b3f7938105ab,Shuangdeng Group,,China,CN,Jiangsu,Taizhou,,,,Other Nondurable Products,Fuel Cells & Industrial Batteries,http://www.shuangdeng.com.cn/
453,13b510b2-6cd5-11ec-a7ce-97f401b36f3f,Cube-Coms,Cube Communication Sdn bhd.,Malaysia,MY,Selangor,Subang Jaya,5111336.0,75.0,,IT&C Services,Telecommunication Services,https://cube-coms.com/
454,1d3ad1c3-93e5-11eb-a746-fdabd18be9c6,SIAE MICROELETTRONICA,,Italy,IT,Lombardy,Cologno Monzese,255000000.0,1500.0,1952.0,Electronics & Appliances,Telecommunication Services,https://siaemic.com/
455,a823b0f3-93e4-11eb-aa66-9b8d95e2171b,Sievo Bucharest Office,Sievo Inc. | Sievo Oy. | Sievo Trust,Finland,FI,Uusimaa,Helsinki,30581256.0,125.0,,IT&C Services,Software & IT Services,https://sievo.com/
456,7f321fd7-93e4-11eb-8859-29e7c34dee35,Kantega,,Norway,NO,Oslo,Oslo,25072464.0,180.0,2003.0,IT&C Services,Software & IT Services,https://www.kantega.no/
457,ab1c21c0-f8b5-11ed-a8b3-7b4d48a6e9d9,Sillehoved,,Denmark,DK,Region Zealand,Odsherred Municipality,,,,"Apparel, Accessories & Footwear",,
458,0cb473fa-f6e1-11ec-a34e-db0bb32b96ad,Robo Global Investment,ROBO GLOBAL INVESTMENT PTE LTD.,Singapore,SG,Central,Singapore,2165247.0,5.0,2022.0,Finance & Insurance,Asset Management & Custody Activities,https://roboglobal.info/
459,c5c33721-36a5-11ee-8990-27210bb4da72,SIPM,,Mexico,MX,Mexico City,Mexico City,6225939.0,75.0,2003.0,Other Capital Goods,Medical Equipment & Supplies,https://sipm.mx/
460,008d406a-0e12-11ec-b4c9-d16f1d69042b,Softvision,Softvision Online Inc.,Thailand,TH,Bangkok,Yan Nawa District,457603.0,15.0,,IT&C Services,Hardware,https://www.softvisiononline.com/
461,8a5c3f6b-93e4-11eb-be3a-7f925cb94351,Skycall AS,,Norway,NO,Viken,Bærum,3224044.0,35.0,,Advertising & Marketing,,https://skycallas.no
462,c0d2889e-ce72-11ed-a907-57a65e0d2603,Smart Modular,Smart Modular Technology Pte Ltd.,Singapore,SG,Central,Singapore,20580716.0,75.0,,Electronics & Appliances,Hardware,https://smartmodular.sg/
463,16a46b07-93e5-11eb-aa66-9b8d95e2171b,Smart Technologies BD Ltd. Store Room,,Bangladesh,BD,Dhaka Division,Dhaka,,,1998.0,Electronics & Appliances,Hardware,https://smartbd.com/
464,13bdaad5-0fd2-11ee-bf56-93e389618473,SF Holding,SF Holding Oy.,Finland,FI,Uusimaa,Kerava,,,,,Multiline and Specialty Retailers & Distributors,https://sf-holding.fi/
465,d7fdc096-93e4-11eb-86dd-ffbd1b53140e,SNOW SOFTWARE,Snow Software GmbH | Snow Software AB.,Sweden,SE,Stockholm County,Stockholm,30530578.0,150.0,1997.0,IT&C Services,Software & IT Services,https://snowsoftware.com/
466,5516dd90-aaf0-11ef-baa5-b1d00e182d98,Snow Software ApS.,Snow Software ApS.,Denmark,DK,,,,,,IT&C Services,Software & IT Services,https://snow-software.cc/
467,8acb06cd-93e4-11eb-8ad6-7326edce8d21,Dråpen i Havet,,Norway,NO,Viken,Bærum,17056084.0,37.0,2015.0,Non Profit,,https://www.drapenihavet.no/
468,1c568f21-ef82-11ee-99aa-8b980cad1cb9,SoftwareOne,,,,,,,,,IT&C Services,,https://softwareone.digital/
469,ca236fc9-1b01-11ec-893d-41807d3de292,SoftwareONE Norge AS,,Norway,NO,Oslo,Oslo,,,,IT&C Services,,
470,1c568f21-ef82-11ee-99aa-8b980cad1cb9,SoftwareOne,,,,,,,,,IT&C Services,,https://softwareone.digital/
471,df703dc0-fe05-11ed-86aa-fd7967b4c1d9,Sony Store,,Sweden,SE,Skåne County,Lund,,,,,,
472,2c51a7ea-d88d-11ec-8458-930fb706770a,South Pole,South Pole Carbon Asset Management S.A.S.,Sweden,SE,Stockholm County,Stockholm,,,,Architecture & Engineering Services,,
473,04ec320a-18fe-11f0-b4d0-096f959c77d2,Southern Nine Sdn. Bhd.,Southern Nine Sdn. Bhd.,Malaysia,MY,Kedah,Sungai Petani,,,,Building Products,Construction Materials,https://southernnine.com/
474,dc3d014e-25aa-11ef-84bb-3b7d91468c81,Splunk,,United States,US,Pennsylvania,State College,,,,IT&C Services,Software & IT Services,https://www.support.splunk.psu.edu/
475,f7e5eff0-58e5-11ed-9cc3-5bfe46360075,Sports Star International Pvt Ltd.,Sports Star International Pvt Ltd.,Pakistan,PK,Punjab,Lahore,,,,,,
476,22b4fac0-5b0a-11ed-8fd6-0b23d22de7da,SquareTrade,,,,,,,,,Finance & Insurance,Insurance,https://mercuryinsurancewarranty.com/
477,2c43d957-93e5-11eb-8474-3bbe2d07207d,SquareTrade,SquareTrade Limited,United Kingdom,GB,England,London,7911480.0,75.0,,Finance & Insurance,Multiline and Specialty Retailers & Distributors,http://squaretrade.uk/
478,a500b71f-f6e3-11ed-98d1-c9172c48015a,STARCOM MEDIA VEST GROUP FZ-LLC,,United Arab Emirates,AE,Dubai,Muhaisnah 3,,,,,,
479,0f34c0d7-197b-11ef-bb50-ff355101f6ca,Starseed Technologies S Pte. Ltd.,Starseed Technologies S Pte. Ltd.,Singapore,SG,Southeast,,,,,,,
480,05cf9ef0-f8c2-11ed-a4de-7df22657eaf0,Stena Recycling AB - Tingstad,,Sweden,SE,Västra Götaland County,Gothenburg,,,,Architecture & Engineering Services,,
481,778a3f93-f35c-11ee-a2cf-e34c0e809adb,Storm Communications,,Norway,NO,Oslo,Oslo,25250424.0,75.0,,Advertising & Marketing,Professional & Commercial Services,http://www.stormhuset.no/
482,1de6f043-93e5-11eb-b5f6-816dd10ac7b0,Sadko,SUBEX s.r.o.,,,,,,150.0,,Food & Beverages,Alcoholic Beverages,http://sadko.su/
483,1de6f043-93e5-11eb-b5f6-816dd10ac7b0,Sadko,SUBEX s.r.o.,,,,,,150.0,,Food & Beverages,Alcoholic Beverages,http://sadko.su/
484,43f5c0a1-a7e2-11ed-9443-77059af26349,Sutera Utama Sdn. Bhd.,Sutera Utama Sdn. Bhd.,Malaysia,MY,Johor,Plentong,,30.0,,,,https://sutera.my/
485,324b1f73-93e5-11eb-8859-29e7c34dee35,Swichtec Power Systems,SWICHTEC POWER SYSTEMS SDN BHD.,Malaysia,MY,Selangor,Shah Alam,4592018.0,75.0,1985.0,Electronics & Appliances,Fuel Cells & Industrial Batteries,https://swichtec.com.my/
486,b959842b-ca9f-11ef-bc93-a995b773383c,CariTakaful.Keluarga,Syarikat Takaful Malaysia Bhd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,,,,Finance & Insurance,Insurance,https://www.caritakafulkeluarga.com/
487,84e29359-93e4-11eb-a33a-a3dfba582839,Syniverse,Syniverse Technologies GmbH | Syniverse Technologies BV. | Syniverse Technologies LLC. | Syniverse Technologies Messaging ApS. | Syniverse Technologies Solutions Limited,United States,US,Florida,Tampa,1019150784.0,1400.0,1987.0,IT&C Services,Software & IT Services,https://www.syniverse.com/
488,c5d06e91-93e4-11eb-a736-0f5b20ecb2f1,Techvista Systems,SYSTEMS LIMITED.,Pakistan,PK,Punjab,Lahore,30742548.0,5320.0,1977.0,IT&C Services,Software & IT Services,https://systemsltd.com/PK
489,af498674-93e4-11eb-b5f6-816dd10ac7b0,Aalborg Gummivarefabrik,AAG Aalborg Gummivarefabrik A/S.,Denmark,DK,North Denmark Region,Nørresundby,40202612.0,150.0,1934.0,Raw Materials,Chemicals,https://aag.world/shop/frontpage.html
490,389f973e-01ee-11ec-8b61-35bce24791d3,POL,,Norway,NO,Oslo,Oslo,101001696.0,300.0,2013.0,Advertising & Marketing,Professional & Commercial Services,https://pol.no/
491,00cfe2f8-93e5-11eb-b997-8dd98d09cf25,Reed Tan Digital,Reed Tan Digital Pte. Ltd.,Singapore,SG,Central,Singapore,261365.0,1.0,2009.0,Advertising & Marketing,Advertising & Marketing,https://reedtan.com/
492,4ccb39c7-c026-11ec-9880-5b9f9a6d0d58,Talend sa.,Talend sa.,Sweden,SE,Västra Götaland County,Gothenburg,,15.0,,Blogs & Publications,Multiline and Specialty Retailers & Distributors,https://investerarpengarskpj.web.app/
493,14426861-22ee-11ec-9e3b-1143ee662a91,Talentech Denmark,,Denmark,DK,Capital Region Of Denmark,Copenhagen,5776510.0,26.0,2020.0,IT&C Services,,https://www.talentech.dk/
494,ef6e1e50-93e4-11eb-8ad6-7326edce8d21,Tampnet AS,Tampnet Inc. | Tampnet UK Ltd. | Tampnet Germany GmbH | Tampnet Ltd. | Tampnet Netherlands B.V.,Norway,NO,Rogaland,Stavanger,37000000.0,180.0,2001.0,IT&C Services,Software & IT Services,http://www.tampnet.com/
495,07b1780d-05c5-11ec-abfc-31972501e45a,Tamita Singapore Advisors Pte Ltd.,Tamita Singapore Advisors Pte Ltd. | Tamita Singapore Advisors Pte. Limited,Singapore,SG,Central,Singapore,2348470.0,5.0,2010.0,Finance & Insurance,Investment Banking & Brokerage,https://tamita.com/
496,2b145a02-93e5-11eb-8859-29e7c34dee35,TATA COMMUNICATIONS DIGO,Tata Communications Limited | Tata Communications Pte Ltd. | Tata Communications International Pte Ltd. | Tata Communications UK Ltd.,Singapore,SG,Southeast,,126300000.0,4700.0,2008.0,IT&C Services,Telecommunication Services,https://www.tatacommunications-ts.com/
497,f875b097-bf89-11ec-a505-d94087b31ae6,TATA SKO,,Denmark,DK,Capital Region Of Denmark,Copenhagen,,5.0,,,,https://www.tatasko.dk/
498,0fb6f630-08ac-11ee-8fff-592c90920b7e,Tata Consultancy Services. Sep,FORMBY MINI-GOLF LTD.,,,,,,,,Health Care & Social Assistance,Real Estate Services,https://workfood.eu/
499,9aa73fcc-2bbb-11ef-90fc-49e996ebd993,Mobile Tech International HK Co Ltd.,Mobile Tech International HK Co Ltd.,Hong Kong,HK,Hong Kong,Kwai Chung,,,,,,
500,00e95dd3-03c4-11ec-866d-75f684b48576,Midtjysk Hundecenter,,Denmark,DK,Central Denmark Region,Viborg Municipality,766929.0,15.0,,Other Consumer Services,Multiline and Specialty Retailers & Distributors,https://midtjysk-hundecenter.dk/
501,37f7eb7f-192e-11f0-9849-1d278d4a6d23,Tealium,Tealium Inc.,United States,US,California,San Diego,,,,,,https://tealium.events/
502,2d63c842-93e5-11eb-b997-8dd98d09cf25,TEAM International,TEAM International Services Inc.,United States,US,Florida,Lake Mary,320000000.0,870.0,2004.0,IT&C Services,Software & IT Services,https://www.teaminternational.com/
503,30311916-93e5-11eb-8474-3bbe2d07207d,Vigotext,V .Tech Thailand Company Limited,Thailand,TH,Nonthaburi Province,Pak Kret District,1274733.0,75.0,,Construction,Engineering & Construction Services,http://www.vigotext.com/
504,00beab84-918f-11ed-8109-cd2bc6a86027,Aital Homenursing Care Services,Aital Homenursing Care Services Company,Malaysia,MY,Selangor,Cyberjaya,1026601.0,75.0,2018.0,Health Care & Social Assistance,Health Care Delivery,https://aitalhomenursingcareservices.com.my/
505,bd9ea750-93e4-11eb-be5a-4f810ab55f2e,Tecnotree,Tecnotree Corporation | Tecnotree Oyj.,Finland,FI,Mainland Finland,Espoo,56637108.0,1400.0,1983.0,IT&C Services,Electric Utilities & Power Generators,https://www.tecnotree.com/
506,04a78940-19a9-11ee-aec0-a1af3c434505,Telecom Equipment Pte Ltd.,Telecom Equipment Pte Ltd.,Singapore,SG,Central,Singapore,,,,Other Professional Services,,
507,1b0fb400-a7d5-11ed-9228-6df634a34cc8,TM Global,Telekom Malaysia UK Ltd.,Malaysia,MY,Kuala Lumpur,Kuala Lumpur,17037788.0,250.0,,IT&C Services,Software & IT Services,https://tmglobal.com.my/
508,bb9fa300-93e4-11eb-a33a-a3dfba582839,Telenor,Sonofon A/S.,Denmark,DK,North Denmark Region,Aalborg,,,1991.0,IT&C Services,Telecommunication Services,https://www.telenor.dk/
509,b70157e3-8bb4-11ee-bafd-2110635ddb21,Telenor ASA.,Telenor ASA.,,,,,,,,IT&C Services,Telecommunication Services,https://inwa777apk.com/
510,342de933-93e5-11eb-9937-4fab995bf8ff,Telenor Satellite,,Norway,NO,Viken,Bærum,1594596480.0,1500.0,2020.0,IT&C Services,Media & Entertainment,https://www.spacenorway.com/
511,f0d7e780-93e4-11eb-8e19-198fb02d6f96,Telenor Connexion,,Sweden,SE,Stockholm County,,13600000.0,,2008.0,,,https://www.telenorconnexion.com/
512,9ca9c0c6-aa7c-11ec-a638-89115c56d9b3,Yettel,Telenor d.o.o.,Serbia,RS,City Of Belgrade,Belgrade,545239424.0,1848.0,1994.0,IT&C Services,Telecommunication Services,https://www.yettel.rs/
513,3cb01a68-93e5-11eb-a746-fdabd18be9c6,CPH Raft,CPH RAFT Entertainment ApS. | CPH Raft og. | CPH Raft ApS.,Denmark,DK,Capital Region Of Denmark,Copenhagen,181240.0,1.0,2017.0,Transport & Warehousing,Cruise Lines,https://www.cphraftent.com/
514,244907b2-1698-11ee-9aad-f7c11d5080a1,Telenor Objects AS,,Norway,NO,Viken,Bærum,,,,IT&C Services,,
515,101cc600-235b-11ec-a95a-53153c834fe2,Telenor Mobil AS avd Rørvik,,Norway,NO,Viken,Bærum,,,,Finance & Insurance,,
516,05d82fa0-93e5-11eb-8474-3bbe2d07207d,Environmental Services Pakistan,Environmental Services Pakistan Private Limited,Pakistan,PK,Punjab,,123540.0,35.0,2017.0,Architecture & Engineering Services,Engineering & Construction Services,https://espak.com.pk/
517,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf,Telenor Asia,,Singapore,SG,Central,Singapore,,,1998.0,IT&C Services,Telecommunication Services,https://telenorasia.com/
518,00d19d70-5e13-11ef-904a-b5358eb47b36,Telenor Franchise Brainz Communication,,Pakistan,PK,,,,,,IT&C Services,,
519,4df951dc-2cfa-11ef-96db-335e17d831d9,Telenor Cloud services AS,,Norway,NO,Viken,Bærum,,,,,,
520,0bfd6f80-ca6c-11ec-9fda-955688f546bd,Yettel Business Blog,Yettel Magyarország Zrt.,Hungary,HU,Pest,Törökbálint,,,,Blogs & Publications,Software & IT Services,https://yettelbusinessblog.hu/
521,f78e0b4a-93e4-11eb-9937-4fab995bf8ff,Telenor Norges,,Norway,NO,Viken,Bærum,22572068.0,20.0,1996.0,IT&C Services,Telecommunication Services,http://www.telenor.no/
